transaction_type,transaction_amount,second_party,last_four_digits,transaction_timestamp,transaction_category
2,13480.0,,5801.0,2021-03-16 01:19:40+05:30,
2,910.0,,5801.0,2021-03-15 13:17:49+05:30,
1,149.0,Vi Prepaid,5801.0,2021-03-05 19:22:34+05:30,Bill
0,5.0,,,2021-03-02 18:25:24+05:30,
1,178.0,JUST BAKED CHETLA,5801.0,2021-03-02 18:24:22+05:30,Other
1,100.0,,5801.0,2021-02-27 13:11:24+05:30,
1,501.0,Tata Sky,5801.0,2021-02-22 21:03:49+05:30,E-commerce
1,599.0,Vi Prepaid,5801.0,2021-02-19 12:23:37+05:30,Bill
1,149.0,Vi Prepaid,5801.0,2021-02-03 11:32:46+05:30,Bill
0,7.0,,,2021-01-22 12:19:17+05:30,
2,447.0,,5801.0,2021-01-22 12:18:47+05:30,
1,501.0,Tata Sky,5801.0,2021-01-21 20:29:57+05:30,E-commerce
2,385.0,,5801.0,2021-01-21 20:06:08+05:30,
1,149.0,Vi Prepaid,5801.0,2021-01-06 20:30:48+05:30,Bill
0,40.0,,,2021-01-04 14:30:43+05:30,
0,40.0,,,2021-01-04 14:20:41+05:30,
0,670.0,,,2021-01-04 14:13:22+05:30,
0,95.0,,,2021-01-04 14:13:14+05:30,
0,2.0,,,2021-01-04 14:12:30+05:30,
0,2.0,,,2021-01-04 14:10:35+05:30,
0,170.0,,,2021-01-04 14:08:43+05:30,
0,6.0,,,2020-12-25 17:26:24+05:30,
0,17.0,,,2020-12-25 17:26:17+05:30,
1,441.0,Tata Sky,5801.0,2020-12-22 12:18:34+05:30,E-commerce
1,149.0,Vi Prepaid,5801.0,2020-12-09 23:05:45+05:30,Bill
1,149.0,Vi Prepaid,5801.0,2020-12-09 01:21:17+05:30,Bill
1,149.0,Vi Prepaid,5801.0,2020-12-08 22:15:42+05:30,Bill
1,149.0,Vi Prepaid,5801.0,2020-12-08 22:03:24+05:30,Bill
0,268.0,,,2020-12-03 22:14:51+05:30,
1,599.0,Vi Prepaid,5801.0,2020-11-27 12:20:27+05:30,Bill
1,599.0,Vi Prepaid,5801.0,2020-11-27 12:20:04+05:30,Bill
0,392.0,,,2020-11-26 19:03:37+05:30,
0,345.0,,,2020-11-25 20:22:57+05:30,
0,345.0,,,2020-11-25 20:22:05+05:30,
0,345.0,,,2020-11-25 20:20:19+05:30,
0,345.0,,,2020-11-25 20:19:48+05:30,
1,401.0,Tata Sky,5801.0,2020-11-23 20:24:15+05:30,E-commerce
1,401.0,,,2020-11-23 20:24:07+05:30,
1,149.0,Vi Prepaid,5801.0,2020-11-10 19:42:46+05:30,Bill
1,149.0,Vi Prepaid,5801.0,2020-11-10 19:42:24+05:30,Bill
0,345.0,,,2020-10-28 22:54:06+05:30,
0,345.0,,,2020-10-28 22:53:02+05:30,
0,345.0,,,2020-10-28 22:51:47+05:30,
0,95.0,,,2020-10-28 22:03:22+05:30,
1,97.0,,5801.0,2020-10-28 21:31:11+05:30,
1,250.0,,5801.0,2020-10-27 00:00:35+05:30,
0,250.0,,,2020-10-26 22:27:48+05:30,
1,524.0,Tata Sky,5801.0,2020-10-24 15:59:39+05:30,E-commerce
0,113.0,,,2020-10-17 15:52:34+05:30,
0,113.0,,,2020-10-17 15:25:41+05:30,
1,149.0,Vi Prepaid,5801.0,2020-10-13 20:25:15+05:30,Bill
1,149.0,,,2020-10-13 20:25:07+05:30,
1,1709.0,Ellipstore,5801.0,2020-10-06 12:38:25+05:30,Bill
1,398.0,Tata Sky,5801.0,2020-10-04 21:15:57+05:30,E-commerce
1,149.0,Vi Prepaid,5801.0,2020-09-15 19:44:39+05:30,Bill
1,599.0,,,2020-09-15 19:39:42+05:30,
1,398.0,Tata Sky,5801.0,2020-09-15 19:37:50+05:30,E-commerce
1,398.0,,,2020-09-15 19:36:19+05:30,
1,599.0,Vi Prepaid,5801.0,2020-09-04 15:02:11+05:30,Bill
1,599.0,Jio Prepaid,5801.0,2020-08-19 10:30:24+05:30,Bill
1,398.0,Tata Sky,5801.0,2020-08-17 11:10:51+05:30,E-commerce
1,398.0,,,2020-08-17 11:10:31+05:30,
1,1257.0,,,2020-07-24 23:27:53+05:30,
1,398.0,Tata Sky,5801.0,2020-07-16 15:16:56+05:30,E-commerce
1,398.0,,,2020-07-16 15:16:46+05:30,
0,13.0,,,2020-07-08 14:12:00+05:30,
1,5340.0,CESC Kolkata,5801.0,2020-07-08 14:11:11+05:30,Other
0,101.0,,,2020-07-08 14:09:55+05:30,
0,1000.0,,,2020-07-08 14:08:42+05:30,
0,4000.0,,,2020-07-08 14:07:57+05:30,
0,4000.0,,,2020-07-08 14:07:47+05:30,
0,4500.0,,,2020-07-08 14:07:18+05:30,
1,599.0,Vi Prepaid,5801.0,2020-06-23 12:37:13+05:30,Bill
1,199.0,Jio Prepaid,5801.0,2020-06-22 14:11:33+05:30,Bill
1,558.0,,,2020-06-18 14:58:17+05:30,
0,45.0,,,2020-06-17 11:57:07+05:30,
1,398.0,Tata Sky,5801.0,2020-06-17 11:55:45+05:30,E-commerce
1,398.0,,,2020-06-17 11:55:37+05:30,
1,599.0,Vi Prepaid,5801.0,2020-06-12 19:43:55+05:30,Bill
1,48.0,Vi Prepaid,5801.0,2020-06-08 22:08:05+05:30,Bill
1,199.0,Vi Prepaid,5801.0,2020-05-30 16:52:00+05:30,Bill
0,12.0,,,2020-05-27 19:27:29+05:30,
1,599.0,Jio Prepaid,5801.0,2020-05-27 19:24:49+05:30,Bill
1,199.0,Jio Prepaid,5801.0,2020-05-21 14:52:38+05:30,Bill
0,6.0,,,2020-05-19 20:00:54+05:30,
1,398.0,Tata Sky,5801.0,2020-05-19 19:59:52+05:30,E-commerce
1,398.0,,,2020-05-19 19:59:44+05:30,
1,149.0,Vi Prepaid,5801.0,2020-05-15 18:00:38+05:30,Bill
1,149.0,Vi Prepaid,5801.0,2020-05-02 11:32:43+05:30,Bill
0,10.0,,,2020-04-19 12:51:52+05:30,
1,398.0,Tata Sky,5801.0,2020-04-19 12:50:35+05:30,E-commerce
1,149.0,Vi Prepaid,5801.0,2020-04-17 18:47:19+05:30,Bill
1,149.0,,,2020-04-17 18:47:06+05:30,
0,2100.0,,,2020-03-27 23:30:10+05:30,
1,49.0,OlaMoney,5801.0,2020-03-26 22:58:57+05:30,E-commerce
0,5.0,,,2020-03-14 22:21:46+05:30,
1,356.0,OlaMoney,5801.0,2020-03-14 22:20:54+05:30,E-commerce
0,400.0,,,2020-03-13 09:54:07+05:30,
2,26.0,,,2020-03-12 23:58:24+05:30,
2,26.0,,,2020-03-12 23:58:18+05:30,
0,300.0,,,2020-03-12 19:58:19+05:30,
0,300.0,,,2020-03-12 19:57:32+05:30,
1,30.0,,5801.0,2020-03-11 12:28:24+05:30,
1,129.0,,5801.0,2020-03-02 12:42:10+05:30,
1,129.0,,5801.0,2020-03-02 12:41:18+05:30,
1,25.0,,5801.0,2020-02-29 01:52:00+05:30,
1,25.0,,,2020-02-29 01:51:24+05:30,
2,110.0,,,2020-02-29 01:25:58+05:30,
2,110.0,,,2020-02-29 01:24:14+05:30,
2,110.0,,,2020-02-29 01:24:06+05:30,
2,110.0,,,2020-02-29 01:23:27+05:30,
2,110.0,,,2020-02-29 01:22:44+05:30,
1,304.17,,,2020-02-28 19:54:41+05:30,
2,10.0,,5801.0,2020-02-27 20:17:36+05:30,
1,10.0,,5801.0,2020-02-27 13:53:51+05:30,
2,450.0,,5801.0,2020-02-27 11:30:15+05:30,
1,30.0,,5801.0,2020-02-27 11:29:17+05:30,
1,10.0,,5801.0,2020-02-26 17:30:59+05:30,
2,30.0,,5801.0,2020-02-24 21:07:55+05:30,
0,1.0,,,2020-02-24 20:47:31+05:30,
2,10.0,,5801.0,2020-02-23 17:19:07+05:30,
1,10.0,,5801.0,2020-02-23 13:57:52+05:30,
2,10.0,,5801.0,2020-02-23 00:15:41+05:30,
2,42.0,,5801.0,2020-02-23 00:14:00+05:30,
2,2100.0,,5801.0,2020-02-22 19:26:28+05:30,
1,20.0,,5801.0,2020-02-21 20:49:19+05:30,
2,40.0,,5801.0,2020-02-20 18:22:06+05:30,
1,40.0,,5801.0,2020-02-20 18:21:16+05:30,
2,25.0,,5801.0,2020-02-20 00:37:56+05:30,
1,10.0,,5801.0,2020-02-19 19:49:30+05:30,
1,10.0,,5801.0,2020-02-19 19:48:07+05:30,
1,29.0,,5801.0,2020-02-19 13:53:57+05:30,
1,40.0,,5801.0,2020-02-19 13:43:51+05:30,
1,30.0,,5801.0,2020-02-17 17:21:42+05:30,
1,25.0,,,2020-02-16 03:20:39+05:30,
1,25.0,,,2020-02-16 03:20:31+05:30,
1,10.0,,5801.0,2020-02-13 17:14:48+05:30,
1,30.0,,5801.0,2020-02-11 11:33:01+05:30,
2,150.0,,5801.0,2020-02-11 02:00:01+05:30,
1,328.68,,,2020-02-10 14:12:49+05:30,
1,40.0,,,2020-02-10 13:50:09+05:30,
1,40.0,,,2020-02-10 13:42:58+05:30,
1,28.0,,5801.0,2020-02-10 09:06:35+05:30,
1,29.0,,5801.0,2020-02-09 13:34:05+05:30,
2,15.0,,5801.0,2020-02-08 20:36:52+05:30,
1,20.0,,5801.0,2020-02-08 17:50:55+05:30,
1,20.0,,,2020-02-08 17:50:07+05:30,
1,15.0,,,2020-02-08 17:17:14+05:30,
1,34.0,,,2020-02-08 12:01:43+05:30,
1,34.0,,,2020-02-08 12:01:38+05:30,
1,34.0,,,2020-02-08 12:01:32+05:30,
1,15.0,,5801.0,2020-02-08 02:44:52+05:30,
1,10.0,,5801.0,2020-02-07 17:29:31+05:30,
2,45.0,,5801.0,2020-02-07 11:09:20+05:30,
2,45.0,,5801.0,2020-02-07 11:08:36+05:30,
1,27.0,,5801.0,2020-02-06 17:08:29+05:30,
1,25.0,,,2020-02-06 17:05:40+05:30,
1,10.0,,5801.0,2020-02-06 17:03:22+05:30,
1,10.0,,5801.0,2020-02-06 16:56:15+05:30,
1,20.0,,5801.0,2020-02-06 16:55:29+05:30,
1,20.0,,,2020-02-06 16:55:26+05:30,
1,10.0,,,2020-02-06 16:53:17+05:30,
1,30.0,,5801.0,2020-02-05 17:36:30+05:30,
2,30.0,,5801.0,2020-02-05 17:32:56+05:30,
1,10.0,,5801.0,2020-02-05 13:05:51+05:30,
1,10.0,,,2020-02-03 18:16:28+05:30,
1,10.0,,,2020-02-03 18:16:25+05:30,
1,10.0,,,2020-02-03 18:16:18+05:30,
2,25.0,,5801.0,2020-02-02 18:07:15+05:30,
1,25.0,,5801.0,2020-02-02 11:29:01+05:30,
2,76.0,,5801.0,2020-01-31 22:54:01+05:30,
2,76.0,,,2020-01-31 22:53:54+05:30,
1,20.0,,5801.0,2020-01-29 20:46:28+05:30,
1,41.0,,5801.0,2020-01-29 12:46:49+05:30,
0,1600.0,,,2020-01-28 17:54:07+05:30,
0,165.0,,,2020-01-28 15:33:59+05:30,
0,100.0,,,2020-01-28 12:51:59+05:30,
0,100.0,,,2020-01-28 12:47:19+05:30,
1,25.0,,5801.0,2020-01-28 12:22:21+05:30,
0,221.0,,,2020-01-28 00:02:48+05:30,
0,287.0,,,2020-01-27 23:43:34+05:30,
0,287.0,,,2020-01-27 23:40:09+05:30,
2,113.0,,5801.0,2020-01-27 23:30:40+05:30,
2,25.0,,,2020-01-27 18:17:16+05:30,
0,150.0,,,2020-01-27 17:34:55+05:30,
1,25.0,,,2020-01-27 17:26:14+05:30,
1,25.0,,,2020-01-27 17:26:08+05:30,
1,25.0,,,2020-01-27 17:26:02+05:30,
1,30.0,,5801.0,2020-01-26 19:33:46+05:30,
1,40.0,,5801.0,2020-01-26 15:45:16+05:30,
0,150.0,,,2020-01-26 13:36:11+05:30,
0,150.0,,,2020-01-26 13:35:55+05:30,
1,219.0,,,2020-01-25 21:47:05+05:30,
1,15.0,,5801.0,2020-01-25 17:25:20+05:30,
2,350.0,,5801.0,2020-01-25 13:32:11+05:30,
2,400.0,,5801.0,2020-01-25 13:26:15+05:30,
1,22.0,,5801.0,2020-01-25 10:45:28+05:30,
1,50.0,,5801.0,2020-01-24 21:05:32+05:30,
1,40.0,,5801.0,2020-01-24 12:34:22+05:30,
1,40.0,,,2020-01-24 12:34:19+05:30,
0,20.0,,,2020-01-24 03:21:42+05:30,
2,35.0,,5801.0,2020-01-23 18:01:23+05:30,
1,25.0,,5801.0,2020-01-23 01:02:16+05:30,
1,25.0,,5801.0,2020-01-20 12:15:02+05:30,
0,400.0,,,2020-01-19 17:03:40+05:30,
0,400.0,,,2020-01-19 16:23:28+05:30,
0,500.0,,,2020-01-19 15:41:30+05:30,
1,2052.0,,5801.0,2020-01-19 15:25:46+05:30,
0,330.0,,,2020-01-18 01:51:20+05:30,
0,330.0,,,2020-01-18 01:50:46+05:30,
2,960.0,,5801.0,2020-01-18 00:03:19+05:30,
0,100.0,,,2020-01-16 11:40:13+05:30,
2,310.0,,5801.0,2020-01-15 21:49:38+05:30,
1,45.0,,5801.0,2020-01-14 12:20:08+05:30,
0,500.0,,,2020-01-13 22:52:42+05:30,
2,42.0,,5801.0,2020-01-13 21:27:24+05:30,
0,81.0,,,2020-01-12 21:47:27+05:30,
2,5200.0,,5801.0,2020-01-12 21:46:50+05:30,
0,2600.0,,,2020-01-12 21:35:20+05:30,
0,2600.0,,,2020-01-12 21:34:58+05:30,
0,2600.0,,,2020-01-12 21:34:27+05:30,
1,29.0,,5801.0,2020-01-12 11:43:07+05:30,
1,35.0,,5801.0,2020-01-12 11:35:21+05:30,
0,79.0,,,2020-01-06 10:44:19+05:30,
2,939.75,,5801.0,2020-01-06 10:43:43+05:30,
1,182.0,AMAZON SELLER SERVICES PRIVATE LIMITED,5801.0,2020-01-06 10:34:43+05:30,Other
1,25.0,,5801.0,2020-01-04 11:36:47+05:30,
2,46.0,,5801.0,2020-01-03 20:46:27+05:30,
1,440.0,,5801.0,2019-12-30 13:19:04+05:30,
2,90.0,,5801.0,2019-12-10 23:21:02+05:30,
2,90.0,,,2019-12-08 13:18:32+05:30,
2,90.0,,,2019-12-08 13:18:28+05:30,
2,90.0,,5801.0,2019-12-05 10:56:20+05:30,
2,90.0,,5801.0,2019-12-05 10:51:56+05:30,
2,40.0,,,2019-12-04 20:35:54+05:30,
2,40.0,,,2019-12-04 20:35:51+05:30,
2,46.0,,,2019-12-04 15:55:15+05:30,
2,46.0,,,2019-12-04 15:55:12+05:30,
2,60.0,,5801.0,2019-12-04 15:43:24+05:30,
1,53.0,,,2019-12-03 18:36:45+05:30,
1,53.0,,,2019-12-03 18:36:42+05:30,
2,53.0,,,2019-12-03 18:32:14+05:30,
1,53.0,,,2019-12-03 18:32:03+05:30,
1,53.0,,,2019-12-03 18:32:00+05:30,
1,53.0,,,2019-12-03 18:31:45+05:30,
1,53.0,,,2019-12-03 18:31:42+05:30,
1,53.0,,,2019-12-03 18:31:07+05:30,
1,53.0,,,2019-12-03 18:31:01+05:30,
1,53.0,,,2019-12-03 18:30:08+05:30,
1,53.0,,,2019-12-03 18:30:04+05:30,
1,53.0,,,2019-12-03 18:30:01+05:30,
1,53.0,,,2019-12-03 18:29:57+05:30,
1,53.0,,,2019-12-03 18:29:52+05:30,
1,53.0,,,2019-12-03 18:29:48+05:30,
0,8.0,,,2019-12-03 16:25:36+05:30,
2,180.0,,5801.0,2019-12-03 16:24:04+05:30,
2,180.0,,,2019-12-03 16:23:51+05:30,
2,10.0,,5801.0,2019-12-01 16:29:04+05:30,
0,30.0,,,2019-12-01 15:47:42+05:30,
2,150.0,,5801.0,2019-11-30 21:55:04+05:30,
0,12.0,,,2019-11-30 21:51:48+05:30,
2,152.0,,5801.0,2019-11-30 21:51:08+05:30,
2,150.0,,5801.0,2019-11-30 21:41:46+05:30,
2,150.0,,,2019-11-30 20:22:55+05:30,
2,150.0,,,2019-11-30 20:22:49+05:30,
2,150.0,,,2019-11-30 20:22:44+05:30,
2,150.0,,,2019-11-30 20:22:41+05:30,
2,150.0,,,2019-11-30 19:26:20+05:30,
2,150.0,,,2019-11-30 19:26:13+05:30,
2,150.0,,,2019-11-30 19:25:57+05:30,
2,73.0,,5801.0,2019-11-29 20:13:23+05:30,
1,40.0,,5801.0,2019-11-29 17:40:02+05:30,
1,40.0,,5801.0,2019-11-29 17:39:26+05:30,
1,25.0,,5801.0,2019-11-29 17:38:01+05:30,
2,20.0,,5801.0,2019-11-28 18:49:24+05:30,
1,20.0,,5801.0,2019-11-28 18:44:22+05:30,
1,21.0,,5801.0,2019-11-28 01:27:52+05:30,
2,25.0,,5801.0,2019-11-27 01:40:24+05:30,
1,22.0,,5801.0,2019-11-26 18:56:53+05:30,
1,32.0,,,2019-11-26 18:56:36+05:30,
0,12.0,,,2019-11-24 20:47:41+05:30,
2,192.0,,5801.0,2019-11-24 20:46:56+05:30,
1,21.0,,5801.0,2019-11-23 01:22:44+05:30,
1,21.0,,5801.0,2019-11-23 01:19:29+05:30,
2,10.0,,5801.0,2019-11-22 21:00:25+05:30,
2,80.0,,5801.0,2019-11-22 20:17:54+05:30,
1,40.0,,5801.0,2019-11-22 20:08:25+05:30,
2,70.0,,5801.0,2019-11-21 20:57:25+05:30,
0,150.0,,,2019-11-21 15:11:00+05:30,
0,150.0,,,2019-11-21 03:05:54+05:30,
2,50.0,,5801.0,2019-11-21 01:42:37+05:30,
1,10.0,,5801.0,2019-11-20 23:18:58+05:30,
1,40.0,,5801.0,2019-11-20 12:17:51+05:30,
1,10.0,,5801.0,2019-11-19 17:03:55+05:30,
1,5.0,,5801.0,2019-11-18 21:06:14+05:30,
1,5.0,,5801.0,2019-11-18 20:15:15+05:30,
0,11.0,,,2019-11-17 20:11:10+05:30,
2,325.0,,5801.0,2019-11-17 20:10:30+05:30,
1,5.0,,5801.0,2019-11-17 00:37:30+05:30,
1,30.0,,5801.0,2019-11-16 11:20:50+05:30,
1,5.0,,5801.0,2019-11-16 02:32:02+05:30,
1,30.0,,5801.0,2019-11-14 01:14:14+05:30,
1,10.0,,5801.0,2019-11-13 20:22:02+05:30,
1,10.0,,,2019-11-13 20:21:28+05:30,
1,10.0,,,2019-11-13 20:21:19+05:30,
1,4.0,,5801.0,2019-11-13 16:33:56+05:30,
1,20.0,,5801.0,2019-11-13 16:33:04+05:30,
2,40.0,,5801.0,2019-11-13 13:15:52+05:30,
1,10.0,,5801.0,2019-11-12 21:08:42+05:30,
1,29.0,,5801.0,2019-11-12 21:04:25+05:30,
1,21.0,,5801.0,2019-11-12 00:17:51+05:30,
1,15.0,,5801.0,2019-11-11 18:15:19+05:30,
1,15.0,,5801.0,2019-11-11 18:14:40+05:30,
1,92.0,,,2019-11-10 16:02:45+05:30,
1,20.0,,5801.0,2019-11-07 17:30:12+05:30,
1,10.0,,5801.0,2019-11-06 20:31:43+05:30,
2,40.0,,5801.0,2019-11-02 10:44:28+05:30,
2,25.0,,5801.0,2019-10-29 16:11:17+05:30,
1,28.0,,5801.0,2019-10-28 12:39:11+05:30,
1,178.19,ixigo,5801.0,2019-10-27 09:39:48+05:30,E-commerce
0,11.0,,,2019-10-25 01:39:03+05:30,
2,230.0,,5801.0,2019-10-25 01:38:09+05:30,
2,230.0,,,2019-10-25 01:37:47+05:30,
0,35.0,,,2019-10-24 14:17:56+05:30,
0,35.0,,,2019-10-24 14:17:19+05:30,
0,15.0,,,2019-10-22 21:14:25+05:30,
2,379.0,,5801.0,2019-10-22 21:13:41+05:30,
1,213.68,,,2019-10-16 16:57:52+05:30,
0,280.0,,,2019-10-16 12:03:30+05:30,
0,12.0,,,2019-10-10 10:44:04+05:30,
1,289.17,ixigo,5801.0,2019-10-10 10:42:02+05:30,E-commerce
1,14.0,,5801.0,2019-09-30 13:12:34+05:30,
1,30.0,,5801.0,2019-09-29 11:56:01+05:30,
0,180.0,,,2019-09-29 06:49:55+05:30,
0,360.0,,,2019-09-28 22:49:57+05:30,
0,180.0,,,2019-09-28 22:29:12+05:30,
2,70.0,,5801.0,2019-09-28 10:29:23+05:30,
0,15.0,,,2019-09-28 10:29:21+05:30,
0,80.0,,,2019-09-27 13:31:19+05:30,
1,30.0,,5801.0,2019-09-25 19:00:09+05:30,
1,25.0,,5801.0,2019-09-24 17:17:17+05:30,
1,70.0,,5801.0,2019-09-23 11:36:32+05:30,
1,36.0,,5801.0,2019-09-21 17:53:52+05:30,
0,21.0,,,2019-09-18 21:35:59+05:30,
1,42.0,,5801.0,2019-09-18 21:35:19+05:30,
